"id_block" "species" "sample_size" "slope_temperature" "slope_rainfall" "abs_slope_temperature" "abs_slope_rainfall" "fam_sys_known50" "fam_sys_inferred50" "coop_num" "hand_wing_index" "migration" "mass" "logmass" "latitude" "abs_latitude"
"499" "122704_1" "Numenius_madagascariensis" 20 -0.143207791117733 -0.10902762448182 0.143207791117733 0.10902762448182 NA NA NA 54.7 3 792 6.67456139181443 -38.38643205 38.38643205
"500" "122705_1" "Calidris_ferruginea" 17 -0.075748035365 -0.0540837548002333 0.075748035365 0.0540837548002333 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -38.38643 38.38643
"501" "122706_1" "Calidris_ruficollis" 39 0.0242475433756667 -0.00462336664696667 0.0242475433756667 0.00462336664696667 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -38.38643 38.38643
"502" "122732_1" "Numenius_madagascariensis" 15 -0.298774015341867 0.00458382931533333 0.298774015341867 0.00458382931533333 NA NA NA 54.7 3 792 6.67456139181443 -42.65599782 42.65599782
"503" "122733_2" "Calidris_ferruginea" 12 0.169083378727467 0.0637233089165333 0.169083378727467 0.0637233089165333 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -42.656 42.656
"504" "122734_2" "Calidris_ruficollis" 21 -0.3546953851399 -0.134782139014667 0.3546953851399 0.134782139014667 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -42.656 42.656
"505" "122754_1" "Calidris_ruficollis" 10 1.12473534016733 -0.1420140475274 1.12473534016733 0.1420140475274 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -31.91535 31.91535
"506" "122776_1" "Calidris_ruficollis" 19 -0.097117826323 -0.0942175582189667 0.097117826323 0.0942175582189667 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -37.34931 37.34931
"507" "122799_1" "Calidris_ruficollis" 10 0.0679744314486667 0.030215951338 0.0679744314486667 0.030215951338 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -31.91535 31.91535
"508" "1228_1" "Ardea_purpurea" 27 0.054696090704 -0.00236799424237 0.054696090704 0.00236799424237 "no_fam" "1_no_fam" 1 33.9 3 1064.5 6.97026048433353 45.07361 45.07361
"509" "12280_1" "Pluvialis_fulva" 18 -0.301204010725667 0.144100227067867 0.301204010725667 0.144100227067867 "no_fam" "1_no_fam" 1 59.3 3 134.9 4.90453376321371 -38.166667 38.166667
"510" "122801_2" "Numenius_madagascariensis" 23 -0.075579275776 0.0424559980958667 0.075579275776 0.0424559980958667 NA NA NA 54.7 3 792 6.67456139181443 -38.38643205 38.38643205
"511" "122802_4" "Calidris_ferruginea" 21 -0.152545620940333 -0.0137556250229 0.152545620940333 0.0137556250229 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -38.38643 38.38643
"512" "122803_3" "Calidris_ruficollis" 15 -0.416490087914133 0.104881028372 0.416490087914133 0.104881028372 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -38.38643 38.38643
"513" "122806_4" "Calidris_ferruginea" 10 -0.152576594395267 0.011142381885 0.152576594395267 0.011142381885 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -42.656 42.656
"514" "122807_1" "Calidris_ruficollis" 30 0.332687285368667 -0.0250046886850667 0.332687285368667 0.0250046886850667 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -42.656 42.656
"515" "12284_3" "Anser_brachyrhynchus" 15 0.106057607095967 0.0377231830458363 0.106057607095967 0.0377231830458363 "family" "2_family" 2 49.3 3 2642 7.87929148508227 56.127782 56.127782
"516" "122850_1" "Calidris_ruficollis" 9 -0.056050058192 0.0511832823186667 0.056050058192 0.0511832823186667 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -31.91535 31.91535
"517" "12286_1" "Anser_brachyrhynchus" 22 -0.122468564838967 -0.0330106433226333 0.122468564838967 0.0330106433226333 "family" "2_family" 2 49.3 3 2642 7.87929148508227 55.252145 55.252145
"518" "122868_8" "Calidris_ruficollis" 13 0.451915336452 0.142957981018267 0.451915336452 0.142957981018267 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -38.38643 38.38643
"519" "122876_2" "Calidris_ruficollis" 12 0.846535239296667 -0.0242350379943333 0.846535239296667 0.0242350379943333 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -33.91392 33.91392
"520" "122917_2" "Numenius_madagascariensis" 13 0.0645593767675 0.0308124783714667 0.0645593767675 0.0308124783714667 NA NA NA 54.7 3 792 6.67456139181443 -32.36602361 32.36602361
"521" "12292_1" "Numenius_phaeopus" 22 0.1201216220552 -0.0616020873406 0.1201216220552 0.0616020873406 "no_fam" "1_no_fam" 1 53.5 3 364.6 5.89880086224456 55.252145 55.252145
"522" "122925_1" "Numenius_madagascariensis" 11 0.198375064665333 -0.159829785148033 0.198375064665333 0.159829785148033 NA NA NA 54.7 3 792 6.67456139181443 -32.36602361 32.36602361
"523" "12295_1" "Anser_brachyrhynchus" 43 0.00906421043966667 0.0826411567625333 0.00906421043966667 0.0826411567625333 "family" "2_family" 2 49.3 3 2642 7.87929148508227 51.266574 51.266574
"524" "122952_1" "Numenius_madagascariensis" 10 -1.30178226665933 -0.2053926085658 1.30178226665933 0.2053926085658 NA NA NA 54.7 3 792 6.67456139181443 -38.38643205 38.38643205
"525" "122983_3" "Anarhynchus_mongolus" 9 1.33167682079587 -0.18173035444 1.33167682079587 0.18173035444 NA NA NA 58.5 3 64 4.15888308335967 -38.38643205 38.38643205
"526" "122985_1" "Calidris_ferruginea" 13 -0.00590699785636667 -0.771129872687 0.00590699785636667 0.771129872687 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -38.38643 38.38643
"527" "122986_1" "Calidris_ruficollis" 24 0.444101307496933 -0.236322872783333 0.444101307496933 0.236322872783333 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -38.38643 38.38643
"528" "122986_3" "Calidris_ruficollis" 9 -0.158391881027067 0.0464808813093 0.158391881027067 0.0464808813093 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -38.38643 38.38643
"529" "122993_1" "Calidris_ferruginea" 25 -0.273203275149333 0.0528806932885667 0.273203275149333 0.0528806932885667 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -38.38643 38.38643
"530" "122994_1" "Calidris_ruficollis" 25 0.071897888758 0.0197640251241167 0.071897888758 0.0197640251241167 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -38.38643 38.38643
"531" "122994_2" "Calidris_ruficollis" 12 0.386276347248333 -0.419289279021333 0.386276347248333 0.419289279021333 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -38.38643 38.38643
"532" "12301_1" "Pluvialis_fulva" 9 0.254978212435333 -0.04355437624785 0.254978212435333 0.04355437624785 "no_fam" "1_no_fam" 1 59.3 3 134.9 4.90453376321371 -42 42
"533" "123032_1" "Anarhynchus_mongolus" 9 0.25452362692 -0.443042987049333 0.25452362692 0.443042987049333 NA NA NA 58.5 3 64 4.15888308335967 -38.32100885 38.32100885
"534" "123037_1" "Calidris_ferruginea" 9 1.22968953045333 -0.0829411463566667 1.22968953045333 0.0829411463566667 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -38.32101 38.32101
"535" "123038_1" "Calidris_ruficollis" 11 0.60320646221 -0.1099459414319 0.60320646221 0.1099459414319 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -38.32101 38.32101
"536" "123038_2" "Calidris_ruficollis" 26 0.704407887463333 0.141430544152667 0.704407887463333 0.141430544152667 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -38.32101 38.32101
"537" "12304_1" "Anser_albifrons" 43 -0.108309283931733 -0.0153938409765333 0.108309283931733 0.0153938409765333 "family" "2_family" 2 52.6 3 2506.4 7.82660273963798 51.266574 51.266574
"538" "123056_1" "Anarhynchus_leschenaultii" 9 0.348596988911 0.0150832506264667 0.348596988911 0.0150832506264667 NA NA NA 53.1 3 74.8 4.31481788498043 -12.72421308 12.72421308
"539" "123059_1" "Numenius_madagascariensis" 10 -0.0448443649080333 0.0316062263624333 0.0448443649080333 0.0316062263624333 NA NA NA 54.7 3 792 6.67456139181443 -12.72421308 12.72421308
"540" "123061_1" "Calidris_tenuirostris" 11 0.384451597460667 0.0824084009219667 0.384451597460667 0.0824084009219667 NA NA NA 57.3 3 192 5.25749537202778 -12.72421 12.72421
"541" "12308_1" "Anser_brachyrhynchus" 49 -0.0589192435919 0.00429273854390667 0.0589192435919 0.00429273854390667 "family" "2_family" 2 49.3 3 2642 7.87929148508227 53.666667 53.666667
"542" "123095_2" "Calidris_ruficollis" 10 0.256163252595667 -0.00758028442446667 0.256163252595667 0.00758028442446667 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -31.91535 31.91535
"543" "12313_1" "Numenius_phaeopus" 9 0.170894997433 0.0650409292173333 0.170894997433 0.0650409292173333 "no_fam" "1_no_fam" 1 53.5 3 364.6 5.89880086224456 -42 42
"544" "123130_3" "Calidris_ruficollis" 19 -0.134150996371033 -0.0936456561123333 0.134150996371033 0.0936456561123333 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -40.44801 40.44801
"545" "123137_1" "Numenius_madagascariensis" 18 0.2653410615126 -0.0645977600923333 0.2653410615126 0.0645977600923333 NA NA NA 54.7 3 792 6.67456139181443 -34.66180604 34.66180604
"546" "123139_1" "Calidris_ruficollis" 18 0.0982929545246667 0.0165332926775967 0.0982929545246667 0.0165332926775967 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -34.66181 34.66181
"547" "123179_4" "Anarhynchus_leschenaultii" 10 -0.1316709182536 0.127618900765667 0.1316709182536 0.127618900765667 NA NA NA 53.1 3 74.8 4.31481788498043 -29.24588835 29.24588835
"548" "123181_3" "Numenius_madagascariensis" 12 -0.148285450236333 -0.01857105847172 0.148285450236333 0.01857105847172 NA NA NA 54.7 3 792 6.67456139181443 -29.24588835 29.24588835
"549" "123183_7" "Calidris_ruficollis" 12 0.233375389025333 -0.0486075700118 0.233375389025333 0.0486075700118 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -29.24589 29.24589
"550" "123184_4" "Calidris_tenuirostris" 12 0.609021333863333 -0.0545959076805 0.609021333863333 0.0545959076805 NA NA NA 57.3 3 192 5.25749537202778 -29.24589 29.24589
"551" "1232_1" "Aythya_ferina" 28 0.378285111673433 0.259914782824667 0.378285111673433 0.259914782824667 "no_fam" "1_no_fam" 1 50.1 1 823 6.71295620067707 56 56
"552" "123205_1" "Limosa_limosa" 9 -0.73513512268 0.153542858768 0.73513512268 0.153542858768 "no_fam" "1_no_fam" 1 51.5 3 288.4 5.66434840541079 -12.72421308 12.72421308
"553" "123207_1" "Numenius_madagascariensis" 9 -0.197752735306667 -0.00714267844828 0.197752735306667 0.00714267844828 NA NA NA 54.7 3 792 6.67456139181443 -12.72421308 12.72421308
"554" "123208_1" "Calidris_tenuirostris" 9 -0.692291946520333 0.266726413439767 0.692291946520333 0.266726413439767 NA NA NA 57.3 3 192 5.25749537202778 -12.72421 12.72421
"555" "123209_1" "Calidris_ferruginea" 10 0.172805017417 -0.0209875989256333 0.172805017417 0.0209875989256333 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -33.68682 33.68682
"556" "123223_1" "Numenius_madagascariensis" 9 -0.448201003423667 0.221820181085667 0.448201003423667 0.221820181085667 NA NA NA 54.7 3 792 6.67456139181443 -38.38643205 38.38643205
"557" "123225_1" "Calidris_ruficollis" 15 0.0540292475084 -0.0809972077162333 0.0540292475084 0.0809972077162333 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -38.38643 38.38643
"558" "12323_1" "Arenaria_interpres" 9 0.101616413116833 -0.0174335895278167 0.101616413116833 0.0174335895278167 "no_fam" "1_no_fam" 1 55.6 3 136 4.91265488573605 -42 42
"559" "123241_1" "Calidris_ferruginea" 9 -0.339370885143567 -0.115262695166727 0.339370885143567 0.115262695166727 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -37.84705 37.84705
"560" "123241_2" "Calidris_ferruginea" 12 -0.191336477469 0.86244158379 0.191336477469 0.86244158379 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -37.84705 37.84705
"561" "123242_1" "Calidris_ruficollis" 12 -1.13672465891933 0.480501351758333 1.13672465891933 0.480501351758333 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -37.84705 37.84705
"562" "123242_2" "Calidris_ruficollis" 9 0.446186624136667 -0.330224184748333 0.446186624136667 0.330224184748333 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -37.84705 37.84705
"563" "123246_1" "Calidris_ferruginea" 17 -0.295904968664867 0.0209405185428667 0.295904968664867 0.0209405185428667 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -38.32101 38.32101
"564" "123247_1" "Calidris_ruficollis" 23 -0.323463839038667 -0.00577142962333333 0.323463839038667 0.00577142962333333 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -38.32101 38.32101
"565" "123251_4" "Calidris_ferruginea" 9 0.741349567898333 -0.213914308006667 0.741349567898333 0.213914308006667 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -38.32101 38.32101
"566" "123267_3" "Numenius_madagascariensis" 9 -0.420358709047333 -0.0236772331046667 0.420358709047333 0.0236772331046667 NA NA NA 54.7 3 792 6.67456139181443 -38.32100885 38.32100885
"567" "12329_1" "Calidris_ruficollis" 9 0.0754478331485 0.00942025809476667 0.0754478331485 0.00942025809476667 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -42 42
"568" "1233_1" "Aythya_ferina" 9 0.151866478644033 -0.083339800196 0.151866478644033 0.083339800196 "no_fam" "1_no_fam" 1 50.1 1 823 6.71295620067707 40.67389 40.67389
"569" "123345_1" "Calidris_canutus" 12 0.524405083369667 -0.217046756371 0.524405083369667 0.217046756371 "no_fam" "1_no_fam" 1 57.9 3 141.9 4.955122584166 -33.91392283 33.91392283
"570" "123348_2" "Calidris_ruficollis" 12 0.849698211140667 0.093883358996 0.849698211140667 0.093883358996 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -33.91392 33.91392
"571" "123354_2" "Calidris_ruficollis" 9 0.371331730803557 -0.055605210633 0.371331730803557 0.055605210633 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -33.91392 33.91392
"572" "12336_1" "Anser_fabalis" 11 -0.140261812047333 0.12066606095963 0.140261812047333 0.12066606095963 "family" "2_family" 2 50.1 3 2754.7 7.92106382273579 46.392559 46.392559
"573" "12339_1" "Anser_albifrons" 22 -0.385666385282 0.0197169157910667 0.385666385282 0.0197169157910667 "family" "2_family" 2 52.6 3 2506.4 7.82660273963798 46.583333 46.583333
"574" "123392_1" "Numenius_madagascariensis" 19 -0.123361798071667 -0.0300525726914333 0.123361798071667 0.0300525726914333 NA NA NA 54.7 3 792 6.67456139181443 -38.38643205 38.38643205
"575" "123393_1" "Calidris_ferruginea" 16 0.068868841281 -0.074988881289 0.068868841281 0.074988881289 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -38.38643 38.38643
"576" "123394_1" "Calidris_ruficollis" 36 0.176199779600939 -0.0137133058977 0.176199779600939 0.0137133058977 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -38.38643 38.38643
"577" "12340_1" "Anser_anser" 22 -0.000972448275433333 -0.0359249153835 0.000972448275433333 0.0359249153835 "family" "2_family" 2 47.2 3 3302.4 8.10240475584719 46.583333 46.583333
"578" "12341_1" "Calidris_ruficollis" 9 -0.187654354553667 -0.0133157770000667 0.187654354553667 0.0133157770000667 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 35.685278 35.685278
"579" "123417_3" "Anarhynchus_leschenaultii" 9 -0.631835977223333 0.176348897602467 0.631835977223333 0.176348897602467 NA NA NA 53.1 3 74.8 4.31481788498043 -18.31114598 18.31114598
"580" "123419_3" "Calidris_canutus" 9 0.124986766394667 0.0704182825979333 0.124986766394667 0.0704182825979333 "no_fam" "1_no_fam" 1 57.9 3 141.9 4.955122584166 -18.31114598 18.31114598
"581" "123421_3" "Calidris_ferruginea" 9 -0.1653241369305 0.0405212971199133 0.1653241369305 0.0405212971199133 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -18.31115 18.31115
"582" "123422_3" "Calidris_ruficollis" 9 -0.300659932728667 0.110321972954333 0.300659932728667 0.110321972954333 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -18.31115 18.31115
"583" "123423_3" "Calidris_tenuirostris" 9 0.128800626122067 -0.04699720225286 0.128800626122067 0.04699720225286 NA NA NA 57.3 3 192 5.25749537202778 -18.31115 18.31115
"584" "123426_3" "Numenius_madagascariensis" 18 0.0966034117759 -0.0211206068706237 0.0966034117759 0.0211206068706237 NA NA NA 54.7 3 792 6.67456139181443 -34.22470711 34.22470711
"585" "123457_3" "Calidris_ruficollis" 9 0.471407576800667 -0.686099780979333 0.471407576800667 0.686099780979333 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -38.38643 38.38643
"586" "1235_1" "Aythya_ferina" 28 -0.0409166340458667 0.0106540467731567 0.0409166340458667 0.0106540467731567 "no_fam" "1_no_fam" 1 50.1 1 823 6.71295620067707 48.76972 48.76972
"587" "123521_1" "Numenius_madagascariensis" 14 -0.257906820638267 0.0944950257968 0.257906820638267 0.0944950257968 NA NA NA 54.7 3 792 6.67456139181443 -34.22470711 34.22470711
"588" "123529_1" "Calidris_ferruginea" 15 -0.349364277450667 0.27296698903 0.349364277450667 0.27296698903 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -37.34931 37.34931
"589" "123530_1" "Calidris_ruficollis" 15 0.436108884882 0.0326845338793333 0.436108884882 0.0326845338793333 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -37.34931 37.34931
"590" "123530_4" "Calidris_ruficollis" 9 0.601593539243333 0.4747124004319 0.601593539243333 0.4747124004319 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -37.34931 37.34931
"591" "12357_1" "Anser_albifrons" 48 -0.128969363473 -0.0654911664743 0.128969363473 0.0654911664743 "family" "2_family" 2 52.6 3 2506.4 7.82660273963798 53.666667 53.666667
"592" "123582_1" "Calidris_ruficollis" 15 0.445808973062967 -0.0756327198059333 0.445808973062967 0.0756327198059333 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -38.38643 38.38643
"593" "12359_1" "Calidris_ferruginea" 9 -0.0048599400411 0.0164701111263667 0.0048599400411 0.0164701111263667 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -42 42
"594" "123593_1" "Calyptorhynchus_lathami" 12 -0.148780337530533 -0.132863236676667 0.148780337530533 0.132863236676667 "family" "2_family" 2 45.8 1 437 6.07993319509559 -35.92921 35.92921
"595" "123594_1" "Calyptorhynchus_lathami" 12 -0.0721168000172667 -0.1080259664821 0.0721168000172667 0.1080259664821 "family" "2_family" 2 45.8 1 437 6.07993319509559 -35.92921 35.92921
"596" "123595_1" "Calyptorhynchus_lathami" 12 -0.180771848910667 -0.0563949503926333 0.180771848910667 0.0563949503926333 "family" "2_family" 2 45.8 1 437 6.07993319509559 -35.92921 35.92921
"597" "123596_1" "Calyptorhynchus_lathami" 12 -0.84510248626 -0.0450020068027 0.84510248626 0.0450020068027 "family" "2_family" 2 45.8 1 437 6.07993319509559 -35.92921 35.92921
"598" "123597_1" "Calyptorhynchus_lathami" 12 -0.262538817965767 0.0806280115933333 0.262538817965767 0.0806280115933333 "family" "2_family" 2 45.8 1 437 6.07993319509559 -35.92921 35.92921
"599" "123598_1" "Calyptorhynchus_lathami" 12 0.659519768182333 0.3552269330324 0.659519768182333 0.3552269330324 "family" "2_family" 2 45.8 1 437 6.07993319509559 -35.92921 35.92921
"600" "1236_1" "Aythya_ferina" 28 0.0917439178216667 0.00935467820071 0.0917439178216667 0.00935467820071 "no_fam" "1_no_fam" 1 50.1 1 823 6.71295620067707 51.79 51.79
"601" "12360_1" "Anser_albifrons" 19 0.0613462403571667 0.01898557226567 0.0613462403571667 0.01898557226567 "family" "2_family" 2 52.6 3 2506.4 7.82660273963798 38.718867 38.718867
"602" "12361_1" "Calidris_ferruginea" 12 -0.4443918500599 0.098936075948 0.4443918500599 0.098936075948 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 1.447 1.447
"603" "12367_1" "Aythya_marila" 13 -0.0238791083871 0.0195498292090667 0.0238791083871 0.0195498292090667 "no_fam" "1_no_fam" 1 48.9 3 1005.4 6.91314075125848 36.026889 36.026889
"604" "123688_1" "Gallirallus_sylvestris" 23 -0.0532563036412667 0.0229993713533333 0.0532563036412667 0.0229993713533333 "coop_families" "3_coop_families" 3 16.2 1 494.4 6.20334490614348 -31.55156 31.55156
"605" "123689_1" "Pterodroma_leucoptera" 12 -0.00473687315076667 0.0360283337839 0.00473687315076667 0.0360283337839 "no_fam" "1_no_fam" 1 66.5 2 147.1 4.99111262760739 -32.36602 32.36602
"606" "12369_3" "Arenaria_interpres" 23 0.1504404312539 0.0276693595117333 0.1504404312539 0.0276693595117333 "no_fam" "1_no_fam" 1 55.6 3 136 4.91265488573605 -41.059444 41.059444
"607" "123699_1" "Dasyornis_brachypterus" 14 0.509120530583 -0.0341689964636333 0.509120530583 0.0341689964636333 "no_fam" "1_no_fam" 1 7.1 1 41.8 3.73289633953071 -37.29257 37.29257
"608" "1237_1" "Aythya_ferina" 9 -0.2679546982132 0.143635780064667 0.2679546982132 0.143635780064667 "no_fam" "1_no_fam" 1 50.1 1 823 6.71295620067707 39.82278 39.82278
"609" "123701_1" "Dasyornis_brachypterus" 14 0.381854148795033 -0.100325650110933 0.381854148795033 0.100325650110933 "no_fam" "1_no_fam" 1 7.1 1 41.8 3.73289633953071 -37.29257 37.29257
"610" "123703_2" "Dasyornis_brachypterus" 11 -0.146711986750833 -0.00307144315783333 0.146711986750833 0.00307144315783333 "no_fam" "1_no_fam" 1 7.1 1 41.8 3.73289633953071 -37.29257 37.29257
"611" "12371_1" "Pluvialis_apricaria" 11 0.0669291752481667 0.026102214102 0.0669291752481667 0.026102214102 NA "1_no_fam" 1 57.4 3 214 5.36597601502185 53.87083 53.87083
"612" "123801_1" "Lichenostomus_melanops" 30 -0.0298965130938333 0.01075383407972 0.0298965130938333 0.01075383407972 "coop_families" "3_coop_families" 3 19.6 2 32.3 3.47506723022861 -37.67163 37.67163
"613" "123802_1" "Lichenostomus_melanops" 16 -0.333726148664333 0.0924726603295333 0.333726148664333 0.0924726603295333 "coop_families" "3_coop_families" 3 19.6 2 32.3 3.47506723022861 -37.67163 37.67163
"614" "123803_1" "Atrichornis_rufescens" 10 -0.138220373409667 0.0486121914975333 0.138220373409667 0.0486121914975333 "no_fam" "1_no_fam" 1 10.7 1 24 3.17805383034795 -32.0032 32.0032
"615" "123809_1" "Pedionomus_torquatus" 10 -0.236340417840667 -0.00293369183603333 0.236340417840667 0.00293369183603333 "family" "2_family" 2 30.6 1 62.5 4.13516655674236 -36.3188 36.3188
"616" "123810_1" "Pedionomus_torquatus" 19 -0.620440112871333 0.152091193614333 0.620440112871333 0.152091193614333 "family" "2_family" 2 30.6 1 62.5 4.13516655674236 -34.79519 34.79519
"617" "123816_1" "Calidris_tenuirostris" 15 -0.051382034409 -0.0753230802023667 0.051382034409 0.0753230802023667 NA NA NA 57.3 3 192 5.25749537202778 -27.20517 27.20517
"618" "12382_1" "Arenaria_interpres" 30 -0.242788963354667 0.197071279464667 0.242788963354667 0.197071279464667 "no_fam" "1_no_fam" 1 55.6 3 136 4.91265488573605 -40.753611 40.753611
"619" "123832_1" "Numenius_madagascariensis" 12 0.0038243223176 0.137531437375333 0.0038243223176 0.137531437375333 NA NA NA 54.7 3 792 6.67456139181443 -27.20516781 27.20516781
"620" "123868_1" "Numenius_madagascariensis" 24 0.580239665504333 -0.07493693952 0.580239665504333 0.07493693952 NA NA NA 54.7 3 792 6.67456139181443 -27.20516781 27.20516781
"621" "123872_1" "Anarhynchus_mongolus" 28 -0.0149840919574 0.00274061681243333 0.0149840919574 0.00274061681243333 NA NA NA 58.5 3 64 4.15888308335967 -27.20516781 27.20516781
"622" "123873_1" "Anarhynchus_leschenaultii" 23 0.665311465196633 0.108912064633067 0.665311465196633 0.108912064633067 NA NA NA 53.1 3 74.8 4.31481788498043 -27.20516781 27.20516781
"623" "123875_3" "Calidris_canutus" 17 -0.272400122022333 -0.0658020765931667 0.272400122022333 0.0658020765931667 "no_fam" "1_no_fam" 1 57.9 3 141.9 4.955122584166 -27.20516781 27.20516781
"624" "123876_1" "Numenius_madagascariensis" 12 0.069558125282 -0.04296028801262 0.069558125282 0.04296028801262 NA NA NA 54.7 3 792 6.67456139181443 -27.20516781 27.20516781
"625" "123876_2" "Numenius_madagascariensis" 12 0.8146270490727 -0.024486651701 0.8146270490727 0.024486651701 NA NA NA 54.7 3 792 6.67456139181443 -27.20516781 27.20516781
"626" "123877_1" "Calidris_ferruginea" 28 -0.679628140309667 -0.129084189203333 0.679628140309667 0.129084189203333 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -27.20517 27.20517
"627" "123878_1" "Calidris_ruficollis" 28 -0.874842509345 0.00640532907952667 0.874842509345 0.00640532907952667 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -27.20517 27.20517
"628" "123879_1" "Calidris_tenuirostris" 23 -0.0507837270523 -0.142246966921333 0.0507837270523 0.142246966921333 NA NA NA 57.3 3 192 5.25749537202778 -27.20517 27.20517
"629" "12391_2" "Alle_alle" 9 0.239221005536667 0.100922230345933 0.239221005536667 0.100922230345933 "no_fam" "1_no_fam" 1 51.3 3 180.7 5.19683819759818 55.563544 55.563544
"630" "12392_2" "Tringa_glareola" 9 -0.718361944520667 0.0525644728716333 0.718361944520667 0.0525644728716333 "no_fam" "1_no_fam" 1 48.4 3 62.1 4.12874598893943 -32.7 32.7
"631" "12394_1" "Alle_alle" 10 0.467632994316 -0.0214804615276667 0.467632994316 0.0214804615276667 "no_fam" "1_no_fam" 1 51.3 3 180.7 5.19683819759818 54.18091 54.18091
"632" "123947_1" "Calidris_tenuirostris" 13 -1.63070264307 0.0947413446110667 1.63070264307 0.0947413446110667 NA NA NA 57.3 3 192 5.25749537202778 -27.20517 27.20517
"633" "123954_2" "Numenius_madagascariensis" 10 0.0535894860898667 0.0555776863302667 0.0535894860898667 0.0555776863302667 NA NA NA 54.7 3 792 6.67456139181443 -25.10118443 25.10118443
"634" "123955_2" "Calidris_ferruginea" 10 0.350402469058667 0.093327207711 0.350402469058667 0.093327207711 "no_fam" "1_no_fam" 1 54.9 3 58.1 4.06216566385787 -25.10118 25.10118
"635" "123956_2" "Calidris_ruficollis" 10 1.06275414992898 0.174383998720767 1.06275414992898 0.174383998720767 "no_fam" "1_no_fam" 1 54.5 3 26.8 3.28840188751681 -25.10118 25.10118
"636" "12399_1" "Calidris_acuminata" 9 0.271718369971 -0.100595398739367 0.271718369971 0.100595398739367 NA NA NA 54.5 3 66.1 4.19116874685764 -42 42
"637" "124008_1" "Anarhynchus_mongolus" 16 0.139463320955 -0.0472215058133 0.139463320955 0.0472215058133 NA NA NA 58.5 3 64 4.15888308335967 -27.20516781 27.20516781
